Country Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GRC,7668792,7742937,7814168,7882596,7948283,8011132,8070958,8127479,8180310,8229112,8273628,8314009,8350876,8385442,8419301,8453819,8489868,8528026,8569144,8614035,8663568,8716870,8774512,8840311,8919247,9014091,9127057,9254979,9388720,9515743,9627004,9719839,9796830,9860734,9916481,9968233,10015122,10057292,10101349,10155721,10225990,10315109,10420226,10533811,10644939,10745502,10832139,10906248,10970121,11027899,11082103,11134447,11182308,11218879,11234993,11224800,11185231,11120371,11040312,10959268,10887640,10829074,10781119,10740501,10701460,10659737,10615183,10569449,10522244,10473452,10423056,10370747,10316641,10261734,10207413,10154677,10103883,10054798,10007444,9961655,9917252,9874290,9832715,9792166,9752154,9712265,9672301,9632145,9591682,9550774,9509275,9467058,9423963,9379786,9334356,9287498,9239115,9189183,9137601,9084298,9029254,8972446,8913952,8853838,8792271,8729372,8665264,8600088,8534029,8467311,8400191,8332807,8265369,8198093,8131283,8065170,7999908,7935654,7872631,7811016,7750999,7692679,7636129,7581392,7528490,7477407,7428180,7380788,7335177,7291295,7249043,7208365,7169198,7131409,7094870,7059441,7025064,6991632,6958919,6926658,6894656,6862799,6831047,6799445,6768003,6736771,6705770,6674973,6644350,6613840,6583364
GRD,76681,76647,77184,78167,79501,81102,82876,84726,86572,88334,89927,91324,92481,93409,94122,94634,94936,95012,94929,94723,94476,94212,93984,93661,93190,92494,91469,90219,89104,88603,89032,90610,93132,96020,98472,99953,100183,99425,98126,96932,96328,96462,97161,98234,99345,100286,101003,101567,102023,102429,102837,103242,103636,104003,104346,104658,104938,105183,105457,105787,106227,106786,107452,108172,108900,109603,110263,110874,111449,112002,112519,113015,113477,113903,114289,114624,114929,115193,115422,115621,115781,115932,116064,116171,116251,116342,116384,116429,116456,116475,116474,116456,116437,116392,116338,116264,116161,116047,115913,115747,115561,115347,115114,114846,114553,114233,113889,113527,113131,112722,112280,111816,111333,110841,110317,109774,109228,108655,108073,107471,106865,106246,105605,104962,104300,103638,102963,102289,101606,100919,100231,99541,98850,98154,97464,96765,96073,95380,94680,93985,93283,92592,91894,91184,90488,89777,89066,88351,87634,86903,86183
GRL,22993,23466,23936,24465,25092,25846,26727,27733,28842,30019,31230,32476,33731,35037,36438,37965,39605,41362,43098,44702,46077,47195,48066,48736,49232,49575,49781,49846,49865,49942,50179,50584,51155,51834,52528,53187,53789,54371,54880,55288,55604,55783,55857,55847,55817,55810,55830,55873,55951,56052,56177,56336,56518,56707,56868,56949,56968,56928,56836,56729,56638,56555,56477,56412,56383,56378,56408,56473,56565,56660,56772,56868,56975,57064,57137,57186,57208,57217,57197,57161,57092,57021,56924,56805,56683,56541,56379,56207,56026,55824,55625,55413,55195,54960,54746,54511,54269,54022,53774,53536,53298,53058,52823,52591,52356,52135,51900,51670,51458,51230,51004,50787,50559,50336,50112,49877,49640,49413,49175,48935,48682,48436,48181,47918,47654,47392,47124,46853,46572,46298,46025,45746,45468,45184,44904,44625,44357,44077,43801,43528,43258,42975,42703,42433,42158,41887,41614,41338,41071,40790,40524
GTM,3114956,3212327,3311525,3413156,3517654,3625305,3736231,3850435,3967743,4087921,4210751,4336132,4464251,4595509,4730533,4869714,5013167,5160616,5311610,5465515,5621794,5780477,5941567,6104528,6268707,6433723,6599211,6765516,6933909,7106144,7283456,7466481,7654818,7847468,8042895,8240059,8438599,8639105,8842571,9050464,9263820,9483273,9708552,9938699,10172303,10408486,10646676,10887637,11133502,11387208,11650744,11924941,12208854,12500479,12796926,13096028,13397022,13700326,14006420,14316251,14630420,14948792,15270774,15595821,15923238,16252425,16583079,16914979,17247855,17581476,17915567,18249868,18584043,18917714,19250479,19581999,19911940,20240101,20566327,20890528,21212560,21532282,21849433,22163681,22474639,22781994,23085500,23385120,23680894,23972984,24261439,24546223,24827170,25104136,25376955,25645462,25909548,26169134,26424193,26674722,26920714,27162055,27398581,27630080,27856304,28077040,28292106,28501400,28704766,28902037,29093028,29277651,29455784,29627246,29791921,29949645,30100365,30244000,30380494,30509830,30631950,30746844,30854492,30954951,31048314,31134644,31214013,31286461,31351930,31410339,31461686,31506007,31543451,31574291,31598885,31617503,31630369,31637564,31639111,31634992,31625261,31610050,31589588,31564179,31534094,31499674,31461147,31418739,31372660,31323066,31270073
GUF,25484,26241,26897,27465,27981,28493,29029,29620,30306,31093,32031,33115,34379,35770,37284,38893,40624,42430,44309,46150,47932,49619,51272,52882,54521,56224,58000,59868,61936,64275,66973,70022,73414,77232,81566,86435,91950,97972,104222,110261,115784,120689,125075,129145,133186,137400,141786,146331,151245,156811,163163,170443,178548,187026,195305,202973,209891,216182,221997,227542,232996,238383,243667,249049,254780,261007,267824,275189,282936,290823,298682,306450,314169,321896,329645,337490,345401,353365,361384,369469,377608,385810,394053,402348,410677,419021,427374,435753,444139,452518,460905,469268,477633,485986,494356,502734,511127,519528,527944,536378,544809,553258,561712,570179,578631,587090,595526,603964,612377,620771,629147,637494,645808,654103,662377,670622,678848,687048,695236,703371,711479,719542,727558,735546,743484,751392,759243,767058,774820,782539,790180,797775,805302,812759,820165,827493,834759,841953,849066,856095,863024,869853,876598,883232,889773,896230,902597,908871,915055,921152,927143
GUM,59653,60258,60870,61470,62058,62647,63256,63926,64697,65623,66733,68065,69605,71289,73047,74828,76611,78412,80212,82040,83875,85729,87580,89459,91378,93351,95380,97477,99629,101837,104134,106482,108901,111403,113953,116576,119228,121923,124674,127525,130479,133553,136693,139813,142806,145559,148061,150303,152274,153955,155323,156395,157173,157723,158094,158406,158649,158848,159037,159232,159439,159690,159990,160415,161007,161851,162948,164281,165770,167295,168783,170184,171528,172819,174070,175329,176559,177754,178924,180047,181143,182188,183201,184153,185061,185913,186714,187452,188144,188788,189375,189912,190391,190829,191227,191582,191891,192167,192409,192608,192785,192927,193037,193125,193189,193229,193235,193236,193200,193151,193066,192965,192842,192689,192525,192324,192111,191868,191591,191298,190969,190608,190237,189811,189371,188889,188369,187822,187236,186613,185969,185289,184585,183839,183073,182262,181440,180587,179707,178812,177896,176956,176006,175024,174045,173051,172046,171028,169992,168962,167922
GUY,406559,418680,432815,448462,465165,482562,500315,518251,536220,554094,571813,589274,606286,622580,637835,651865,664518,675861,686144,695743,704930,713684,721949,729909,737846,745847,754101,762424,770128,776257,780153,781734,781249,778953,775217,770439,764447,757451,750641,745581,743306,744477,748596,754141,758896,761298,760801,757975,753778,749676,746718,745206,744789,745142,745737,746156,746335,746477,746815,747718,749430,752029,755388,759281,763371,767433,771363,775218,779007,782775,786559,790329,794039,797711,801343,804950,808538,812058,815463,818648,821585,824224,826556,828606,830375,831875,833098,834048,834723,835140,835334,835273,834998,834493,833762,832813,831646,830275,828693,826934,824958,822802,820467,817945,815229,812317,809230,805962,802512,798880,795101,791156,787058,782810,778415,773863,769165,764308,759315,754160,748866,743421,737829,732087,726194,720166,713992,707670,701213,694604,687851,680950,673909,666741,659447,652028,644506,636845,629101,621250,613311,605304,597212,589055,580831,572555,564226,555862,547464,539041,530598
HKG,1974002,2057742,2150095,2250713,2358710,2472665,2590557,2709845,2827560,2940529,3046048,3142572,3230300,3311460,3389562,3467220,3545854,3624973,3703179,3778181,3848922,3913597,3974193,4037791,4113988,4208963,4326333,4462399,4607029,4745877,4868744,4971693,5058049,5133705,5207835,5287023,5373445,5464705,5557380,5646276,5727942,5800040,5864745,5928336,5999619,6084234,6185584,6299912,6416996,6522461,6606328,6664775,6701771,6724687,6744563,6769579,6802083,6840017,6881861,6924642,6966324,7006598,7046847,7088780,7134668,7185992,7243541,7306315,7371728,7436157,7496988,7552800,7604306,7653424,7703193,7755536,7811205,7868720,7925075,7976056,8018674,8051863,8076552,8094378,8107887,8118968,8128106,8134877,8139274,8141104,8140298,8137076,8131813,8124692,8115961,8105793,8094354,8081851,8068587,8054884,8041042,8027227,8013495,7999949,7986619,7973543,7960792,7948371,7936226,7924305,7912479,7900777,7889124,7877422,7865514,7853282,7840705,7827770,7814350,7800316,7785586,7770150,7754095,7737572,7720771,7703880,7687009,7670281,7653891,7638070,7623054,7608953,7595913,7584145,7573959,7565568,7559063,7554503,7551847,7550989,7551863,7554435,7558694,7564619,7572229,7581464,7592232,7604405,7617780,7632148,7647231
HND,1546719,1588561,1631731,1676508,1723013,1771357,1821542,1873493,1927101,1982194,2038636,2096407,2155648,2216712,2280044,2346005,2414805,2486418,2560723,2637515,2716652,2798125,2882102,2968978,3059245,3153252,3251145,3352825,3458102,3566661,3678274,3792922,3910642,4031333,4154863,4281167,4410270,4542218,4677023,4814696,4955302,5098594,5244677,5394416,5548969,5709010,5874814,6045704,6220405,6397140,6574510,6751912,6929267,7106323,7282953,7458982,7634295,7808520,7980955,8150780,8317467,8480670,8640692,8798524,8955579,9112904,9270794,9429016,9587523,9746115,9904608,10062994,10221256,10379104,10536194,10692205,10846964,11000358,11152068,11301787,11449246,11594243,11736709,11876566,12013840,12148487,12280461,12409677,12536085,12659657,12780363,12898151,13012997,13124968,13234179,13340680,13444503,13545541,13643716,13738838,13830802,13919509,14004988,14087264,14166404,14242459,14315419,14385215,14451749,14514879,14574528,14630620,14683162,14732175,14777704,14819745,14858330,14893421,14924957,14952827,14976986,14997433,15014193,15027374,15037107,15043487,15046588,15046437,15043056,15036487,15026740,15013881,14998023,14979255,14957695,14933445,14906623,14877300,14845614,14811650,14775540,14737368,14697307,14655477,14612010,14567049,14520778,14473297,14424795,14375411,14325309
HRV,3850294,3886220,3922668,3959122,3995137,4030420,4064773,4098126,4130493,4161964,4192640,4222503,4251422,4279061,4304991,4328928,4350817,4370858,4389320,4406606,4423069,4438821,4453985,4469034,4484523,4500871,4518101,4536195,4555413,4576029,4598125,4621420,4645404,4669621,4693424,4716123,4737954,4758154,4773684,4780629,4776370,4760003,4732866,4697537,4657800,4616763,4574888,4532405,4491906,4456446,4428075,4408073,4395802,4388909,4383877,4378066,4370782,4362427,4352639,4341261,4328163,4313098,4295869,4276593,4255518,4232874,4208611,4182846,4156407,4130299,4105268,4081657,4059285,4037691,4016135,3994079,3971396,3948251,3924755,3901052,3877267,3853400,3829376,3805180,3780745,3756066,3731134,3705966,3680570,3654974,3629189,3603240,3577124,3550858,3524481,3498034,3471510,3444942,3418295,3391589,3364799,3337940,3311028,3284084,3257094,3230100,3203091,3176081,3149098,3122139,3095222,3068376,3041600,3014887,2988249,2961669,2935184,2908801,2882529,2856388,2830405,2804579,2778949,2753545,2728394,2703556,2679055,2654873,2631045,2607553,2584446,2561702,2539338,2517329,2495623,2474211,2453086,2432228,2411650,2391332,2371266,2351458,2331888,2312547,2293451,2274555,2255881,2237427,2219183,2201146,2183314
HTI,3221270,3274410,3330331,3388959,3450248,3514069,3580312,3648819,3719427,3791934,3866162,3941956,4019171,4097755,4177631,4258734,4341325,4425318,4509811,4593666,4676237,4757175,4837334,4918625,5003708,5094570,5191637,5294625,5404020,5520187,5643175,5773367,5910223,6051617,6194686,6337275,6478537,6618742,6758222,6897755,7037915,7178611,7319491,7460684,7602318,7744509,7887312,8030721,8174680,8319070,8463802,8608810,8754148,8900108,9047082,9195289,9344784,9495336,9646570,9798046,9949318,10100320,10250922,10400672,10549007,10695540,10839976,10982367,11123183,11263079,11402533,11541683,11680288,11817963,11954192,12088555,12220965,12351508,12480291,12607489,12733227,12857462,12980131,13101411,13221557,13340690,13458858,13575896,13691413,13804888,13915919,14024295,14129986,14233047,14333536,14431512,14526891,14619482,14709031,14795215,14877785,14956596,15031637,15102814,15170134,15233544,15293009,15348490,15399987,15447523,15491103,15530738,15566465,15598337,15626424,15650810,15671553,15688721,15702352,15712483,15719202,15722559,15722649,15719604,15713585,15704753,15693173,15678926,15662089,15642751,15620972,15596824,15570401,15541743,15510857,15477801,15442639,15405412,15366192,15325058,15282055,15237251,15190666,15142395,15092449,15040875,14987735,14933072,14876928,14819381,14760450
HUN,9337718,9480607,9597942,9692902,9768679,9828498,9875596,9913251,9944702,9973056,10000989,10030477,10062510,10096975,10132978,10169802,10208225,10248705,10289769,10329352,10366099,10398163,10426085,10453660,10486191,10526777,10577942,10636567,10693327,10735499,10754286,10746489,10715857,10669203,10616742,10566321,10519296,10474544,10434539,10401614,10377135,10363050,10358622,10359052,10357586,10349308,10332451,10308479,10279610,10249407,10220509,10193451,10167286,10141341,10114481,10085942,10055657,10024158,9991867,9959439,9927380,9895689,9864363,9833923,9804991,9777925,9752970,9729822,9707502,9684680,9660350,9634162,9606252,9576767,9546043,9514330,9481620,9447725,9412625,9376201,9338454,9299367,9259052,9217610,9175163,9131841,9087738,9042953,8997692,8952170,8906606,8861080,8815697,8770597,8725930,8681800,8638289,8595391,8553121,8511409,8470232,8429565,8389388,8349563,8309927,8270337,8230762,8191171,8151443,8111425,8071043,8030246,7989107,7947687,7906131,7864553,7823004,7781557,7740366,7699648,7659586,7620266,7581718,7544056,7507335,7471623,7436987,7403419,7370918,7339452,7308977,7279489,7250979,7223377,7196610,7170603,7145322,7120755,7096873,7073681,7051177,7029333,7008103,6987479,6967390,6947822,6928740,6910115,6891937,6874210,6856920
IDN,69543321,70849443,72274629,73820844,75487888,77273427,79172800,81179211,83284051,85477628,87751066,90098396,92518373,95015295,97596728,100267070,103025423,105865576,108779926,111758566,114793179,117880146,121017316,124199693,127422198,130680730,133966940,137278057,140621731,144009844,147447834,150938222,154468235,158009248,161523353,164982452,168374287,171702756,174975953,178209147,181413398,184591897,187739786,190851184,193917458,196934257,199901231,202826444,205724597,208615171,211513822,214427419,217357790,220309473,223285666,226289468,229318262,232374239,235469755,238620554,241834226,245115988,248451714,251805314,255128076,258383257,261556386,264650968,267670549,270625567,273523621,276361788,279134505,281844348,284495157,287089641,289628160,292109442,294532571,296896014,299198430,301439289,303618026,305733068,307782577,309764945,311679189,313524572,315300098,317004821,318637860,320198985,321687660,323102546,324442070,325705345,326892322,328003996,329041879,330008087,330904672,331732936,332494238,333190763,333824984,334399272,334915474,335375495,335781835,336137204,336444037,336704378,336919904,337092352,337223318,337314361,337366863,337382352,337362623,337309600,337224795,337109256,336963569,336788236,336583496,336349489,336086664,335795129,335474182,335122756,334740060,334326070,333880960,333404184,332895182,332353617,331779558,331173507,330536155,329868458,329171327,328445617,327692067,326911436,326104567,325272470,324416340,323537563,322637740,321718694,320782426
IMN,55253,55224,54848,54212,53374,52411,51403,50433,49569,48877,48444,48286,48421,48800,49396,50145,51051,52117,53252,54378,55431,56352,57166,57919,58673,59482,60374,61335,62260,63026,63546,63778,63765,63697,63812,64277,65200,66476,67927,69263,70292,70928,71262,71431,71662,72133,72884,73851,74936,75996,76942,77707,78318,78878,79515,80293,81283,82406,83515,84379,84856,84889,84534,83985,83488,83232,83296,83610,84073,84589,85032,85410,85737,86028,86313,86598,86892,87180,87449,87728,87995,88252,88500,88753,88978,89194,89401,89599,89777,89941,90102,90243,90372,90492,90579,90660,90708,90736,90741,90748,90747,90754,90752,90760,90764,90779,90797,90807,90836,90875,90927,90982,91048,91134,91220,91332,91436,91572,91708,91856,92009,92171,92336,92504,92683,92858,93030,93193,93376,93545,93711,93870,94014,94175,94318,94451,94582,94707,94833,94951,95067,95172,95277,95382,95498,95594,95713,95825,95936,96062,96202
IND,376325200,382376945,388799076,395544365,402578594,409880606,417442811,425270709,433380978,441798571,450547675,459642166,469077191,478825602,488848139,499123328,509631509,520400577,531513834,543084333,555189797,567868021,581087255,594770136,608802595,623102900,637630085,652408766,667499815,682995348,698952837,715384997,732239498,749428958,766833411,784360012,801975250,819682095,837468938,855334675,873277799,891273202,909307018,927403866,945601828,963922586,982365248,1000900028,1019483586,1038058154,1056575548,1075000094,1093317187,1111523146,1129623466,1147609924,1165486291,1183209471,1200669762,1217726217,1234281163,1250287939,1265780243,1280842119,1295600768,1310152392,1324517250,1338676779,1352642283,1366417756,1380004385,1393409033,1406631781,1419655800,1432456474,1445011620,1457308849,1469338564,1481083336,1492524276,1503642327,1514427160,1524862024,1534913994,1544544368,1553723810,1562439276,1570690440,1578478176,1585809325,1592691520,1599123528,1605109395,1610669933,1615832467,1620619203,1625039273,1629096126,1632799155,1636156868,1639176036,1641863424,1644222216,1646250536,1647943596,1649297977,1650314901,1650996767,1651342347,1651349931,1651018523,1650350924,1649348991,1648010013,1646330105,1644308538,1641949501,1639261372,1636253507,1632937511,1629325556,1625426468,1621251731,1616819911,1612152497,1607268682,1602182799,1596905843,1591449717,1585825265,1580043792,1574115574,1568053265,1561872802,1555591485,1549223739,1542781212,1536270161,1529692596,1523047401,1516335379,1509561139,1502732380,1495858466,1488948813,1482011297,1475051740,1468073583,1461077821,1454063085,1447025612
